tweet_id,rating_numerator,rating_denominator,name,rating,breed,conf,outcome,retweet_cnt,favorite_cnt
667861340749471744,9,10,a,0.9,malamute,0.967275,True,69,221
667832474953625600,12,10,no-name,1.2,miniature_pinscher,0.2142,True,54,255
667806454573760512,10,10,Filup,1.0,Chihuahua,0.187155,True,417,928
667801013445750784,12,10,no-name,1.2,flat-coated_retriever,0.508392,True,81,282
667793409583771648,8,10,no-name,0.8,dalmatian,0.5350729999999999,True,286,607
667773195014021121,8,10,a,0.8,West_Highland_white_terrier,0.360465,True,44,204
667728196545200128,11,10,Olive,1.1,kuvasz,0.360159,True,126,325
667550904950915073,12,10,no-name,1.2,vizsla,8.10632e-05,True,28,0
667546741521195010,9,10,George,0.9,toy_poodle,0.787424,True,106,303
667544320556335104,10,10,Kial,1.0,Pomeranian,0.412893,True,458,761
667538891197542400,9,10,a,0.9,Yorkshire_terrier,0.618957,True,58,175
667534815156183040,8,10,Frank,0.8,Pembroke,0.435254,True,444,716
667530908589760512,10,10,Naphaniel,1.0,golden_retriever,0.633037,True,206,412
667517642048163840,8,10,Dook,0.8,Italian_greyhound,0.125176,True,165,332
667509364010450944,12,10,no-name,1.2,beagle,0.636169,True,1861,6049
667502640335572993,11,10,Hall,1.1,Labrador_retriever,0.996709,True,193,485
667495797102141441,9,10,Philippe,0.9,Chihuahua,0.143957,True,231,459
667491009379606528,7,10,no-name,0.7,borzoi,0.852088,True,189,458
667470559035432960,11,10,a,1.1,toy_poodle,0.304175,True,85,225
667455448082227200,7,10,Reese,0.7,Tibetan_terrier,0.676376,True,53,171
667453023279554560,11,10,Cupcake,1.1,Labrador_retriever,0.8256700000000001,True,74,279
667435689202614272,12,10,no-name,1.2,Rottweiler,0.999091,True,76,266
667405339315146752,7,10,Biden,0.7,Saint_Bernard,0.381377,True,196,409
667393430834667520,8,10,Fwed,0.8,papillon,0.557009,True,50,168
667211855547486208,9,10,Genevieve,0.9,golden_retriever,0.462556,True,209,426
667200525029539841,11,10,Joshwa,1.1,Siberian_husky,0.694904,True,227,544
667192066997374976,12,10,no-name,1.2,Rottweiler,0.28364,True,86,331
667182792070062081,10,10,Timison,1.0,golden_retriever,0.949892,True,5261,12522
667177989038297088,8,10,a,0.8,vizsla,0.2592489999999999,True,48,166
667176164155375616,4,10,no-name,0.4,soft-coated_wheaten_terrier,0.318981,True,386,524
667174963120574464,9,10,Clarence,0.9,toy_poodle,0.266437,True,70,218
667171260800061440,10,10,Kenneth,1.0,giant_schnauzer,0.8412649999999999,True,72,186
667165590075940865,10,10,Churlie,1.0,miniature_pinscher,0.140173,True,968,2377
667160273090932737,11,10,Bradlay,1.1,golden_retriever,0.471351,True,50,219
667152164079423490,12,10,Pipsy,1.2,toy_poodle,0.535411,True,14582,42181
667138269671505920,10,10,no-name,1.0,West_Highland_white_terrier,0.747713,True,1867,4003
667119796878725120,10,10,Gabe,1.0,Pembroke,0.741563,True,106,283
667090893657276420,7,10,Clybe,0.7,Chihuahua,0.959514,True,105,287
667073648344346624,10,10,Dave,1.0,Chihuahua,0.4836819999999999,True,104,351
667062181243039745,10,10,Keet,1.0,Chesapeake_Bay_retriever,0.825678,True,45,191
667044094246576128,12,10,no-name,1.2,golden_retriever,0.765266,True,43,163
666996132027977728,10,10,Carll,1.0,Rottweiler,0.0624899,True,79,212
666835007768551424,10,10,no-name,1.0,Airedale,0.448459,True,65,183
666826780179869698,12,10,no-name,1.2,Maltese_dog,0.359383,True,79,219
666817836334096384,9,10,Jeph,0.9,miniature_schnauzer,0.496953,True,209,442
666804364988780544,8,10,Jockson,0.8,English_setter,0.328792,True,78,205
666781792255496192,10,10,a,1.0,Italian_greyhound,0.618316,True,168,326
666776908487630848,5,10,Josep,0.5,miniature_pinscher,0.167175,True,148,304
666739327293083650,10,10,Lugan,1.0,miniature_poodle,0.546933,True,59,206
666701168228331520,8,10,a,0.8,Labrador_retriever,0.887707,True,182,371
666691418707132416,8,10,Christoper,0.8,German_shepherd,0.975401,True,42,159
666649482315059201,4,10,no-name,0.4,Border_collie,0.4478029999999999,True,524,991
666644823164719104,9,10,Jimothy,0.9,Ibizan_hound,0.0443334,True,69,208
666454714377183233,10,10,Kreggory,1.0,dalmatian,0.278954,True,179,447
666447344410484738,9,10,Scout,0.9,curly-coated_retriever,0.322084,True,19,90
666437273139982337,7,10,no-name,0.7,Chihuahua,0.6718529999999999,True,40,106
666435652385423360,10,10,no-name,1.0,Chesapeake_Bay_retriever,0.18413,True,42,136
666430724426358785,6,10,no-name,0.6,Irish_terrier,0.104109,True,160,277
666428276349472768,7,10,no-name,0.7,Pembroke,0.371361,True,67,139
666421158376562688,12,10,no-name,1.2,Blenheim_spaniel,0.906777,True,91,272
666418789513326592,10,10,Walter,1.0,toy_terrier,0.14968,True,39,107
666407126856765440,7,10,a,0.7,black-and-tan_coonhound,0.529139,True,30,93
666396247373291520,9,10,no-name,0.9,Chihuahua,0.978108,True,68,147
666373753744588802,11,10,no-name,1.1,soft-coated_wheaten_terrier,0.326467,True,73,163
666353288456101888,8,10,no-name,0.8,malamute,0.3368739999999999,True,56,179
666345417576210432,10,10,no-name,1.0,golden_retriever,0.8587440000000001,True,122,243
666337882303524864,9,10,an,0.9,Newfoundland,0.278407,True,79,168
666273097616637952,11,10,no-name,1.1,Italian_greyhound,0.176053,True,66,151
666102155909144576,11,10,no-name,1.1,English_setter,0.298617,True,11,66
666099513787052032,8,10,no-name,0.8,Lhasa,0.58233,True,53,133
666094000022159362,9,10,no-name,0.9,bloodhound,0.195217,True,63,141
666082916733198337,6,10,no-name,0.6,pug,0.489814,True,37,92
